concept_a_id,concept_a,concept_b_id,concept_b,cooccurrence_count,gcn_adj_weight
26,concept_26,218,concept_218,65.0,0.005908478517085314
105,concept_105,236,concept_236,65.0,0.005633702501654625
120,concept_120,240,concept_240,65.0,0.005576759576797485
189,concept_189,289,concept_289,65.0,0.005059937480837107
1,concept_1,106,concept_106,65.0,0.0
1,concept_1,216,concept_216,65.0,0.0
4,concept_4,249,concept_249,65.0,0.0
6,concept_6,276,concept_276,65.0,0.0
16,concept_16,187,concept_187,65.0,0.0
20,concept_20,222,concept_222,65.0,0.0
23,concept_23,241,concept_241,65.0,0.0
29,concept_29,73,concept_73,65.0,0.0
29,concept_29,279,concept_279,65.0,0.0
30,concept_30,211,concept_211,65.0,0.0
31,concept_31,100,concept_100,65.0,0.0
31,concept_31,239,concept_239,65.0,0.0
45,concept_45,97,concept_97,65.0,0.0
45,concept_45,211,concept_211,65.0,0.0
53,concept_53,136,concept_136,65.0,0.0
56,concept_56,309,concept_309,65.0,0.0
57,concept_57,214,concept_214,65.0,0.0
64,concept_64,104,concept_104,65.0,0.0
70,concept_70,275,concept_275,65.0,0.0
75,concept_75,234,concept_234,65.0,0.0
77,concept_77,245,concept_245,65.0,0.0
77,concept_77,284,concept_284,65.0,0.0
78,concept_78,203,concept_203,65.0,0.0
79,concept_79,259,concept_259,65.0,0.0
84,concept_84,103,concept_103,65.0,0.0
84,concept_84,198,concept_198,65.0,0.0
84,concept_84,232,concept_232,65.0,0.0
96,concept_96,268,concept_268,65.0,0.0
97,concept_97,220,concept_220,65.0,0.0
97,concept_97,243,concept_243,65.0,0.0
103,concept_103,220,concept_220,65.0,0.0
119,concept_119,254,concept_254,65.0,0.0
126,concept_126,202,concept_202,65.0,0.0
131,concept_131,134,concept_134,65.0,0.0
133,concept_133,308,concept_308,65.0,0.0
136,concept_136,145,concept_145,65.0,0.0
145,concept_145,205,concept_205,65.0,0.0
157,concept_157,227,concept_227,65.0,0.0
163,concept_163,241,concept_241,65.0,0.0
163,concept_163,248,concept_248,65.0,0.0
167,concept_167,239,concept_239,65.0,0.0
181,concept_181,208,concept_208,65.0,0.0
182,concept_182,213,concept_213,65.0,0.0
208,concept_208,214,concept_214,65.0,0.0
208,concept_208,227,concept_227,65.0,0.0
208,concept_208,307,concept_307,65.0,0.0
211,concept_211,214,concept_214,65.0,0.0
211,concept_211,229,concept_229,65.0,0.0
215,concept_215,247,concept_247,65.0,0.0
221,concept_221,230,concept_230,65.0,0.0
221,concept_221,241,concept_241,65.0,0.0
225,concept_225,292,concept_292,65.0,0.0
228,concept_228,247,concept_247,65.0,0.0
228,concept_228,310,concept_310,65.0,0.0
238,concept_238,309,concept_309,65.0,0.0
253,concept_253,291,concept_291,65.0,0.0
140,concept_140,149,concept_149,64.0,0.01278437115252018
22,concept_22,306,concept_306,64.0,0.010794571600854397
3,concept_3,117,concept_117,64.0,0.009442182257771492
19,concept_19,35,concept_35,64.0,0.009188958443701267
46,concept_46,54,concept_54,64.0,0.008174466900527477
39,concept_39,283,concept_283,64.0,0.007858067750930786
19,concept_19,259,concept_259,64.0,0.007721681147813797
94,concept_94,212,concept_212,64.0,0.007705239113420248
210,concept_210,274,concept_274,64.0,0.007462303154170513
250,concept_250,289,concept_289,64.0,0.007296052761375904
162,concept_162,289,concept_289,64.0,0.006679257843643427
207,concept_207,259,concept_259,64.0,0.006668171379715204
115,concept_115,259,concept_259,64.0,0.006590227130800486
197,concept_197,235,concept_235,64.0,0.006484418176114559
0,concept_0,218,concept_218,64.0,0.006015244405716658
1,concept_1,254,concept_254,64.0,0.0
1,concept_1,306,concept_306,64.0,0.0
7,concept_7,79,concept_79,64.0,0.0
9,concept_9,29,concept_29,64.0,0.0
9,concept_9,193,concept_193,64.0,0.0
14,concept_14,31,concept_31,64.0,0.0
14,concept_14,96,concept_96,64.0,0.0
14,concept_14,150,concept_150,64.0,0.0
14,concept_14,234,concept_234,64.0,0.0
14,concept_14,293,concept_293,64.0,0.0
15,concept_15,273,concept_273,64.0,0.0
20,concept_20,37,concept_37,64.0,0.0
24,concept_24,29,concept_29,64.0,0.0
30,concept_30,183,concept_183,64.0,0.0
30,concept_30,196,concept_196,64.0,0.0
38,concept_38,76,concept_76,64.0,0.0
44,concept_44,290,concept_290,64.0,0.0
50,concept_50,166,concept_166,64.0,0.0
52,concept_52,69,concept_69,64.0,0.0
53,concept_53,229,concept_229,64.0,0.0
54,concept_54,246,concept_246,64.0,0.0
55,concept_55,179,concept_179,64.0,0.0
63,concept_63,279,concept_279,64.0,0.0
73,concept_73,243,concept_243,64.0,0.0
73,concept_73,253,concept_253,64.0,0.0
74,concept_74,95,concept_95,64.0,0.0
74,concept_74,121,concept_121,64.0,0.0
79,concept_79,101,concept_101,64.0,0.0
85,concept_85,90,concept_90,64.0,0.0
85,concept_85,193,concept_193,64.0,0.0
98,concept_98,308,concept_308,64.0,0.0
101,concept_101,120,concept_120,64.0,0.0
116,concept_116,248,concept_248,64.0,0.0
116,concept_116,273,concept_273,64.0,0.0
118,concept_118,212,concept_212,64.0,0.0
118,concept_118,289,concept_289,64.0,0.0
126,concept_126,307,concept_307,64.0,0.0
131,concept_131,248,concept_248,64.0,0.0
133,concept_133,212,concept_212,64.0,0.0
136,concept_136,196,concept_196,64.0,0.0
145,concept_145,219,concept_219,64.0,0.0
149,concept_149,167,concept_167,64.0,0.0
149,concept_149,182,concept_182,64.0,0.0
150,concept_150,218,concept_218,64.0,0.0
150,concept_150,268,concept_268,64.0,0.0
153,concept_153,288,concept_288,64.0,0.0
163,concept_163,276,concept_276,64.0,0.0
167,concept_167,178,concept_178,64.0,0.0
167,concept_167,274,concept_274,64.0,0.0
179,concept_179,229,concept_229,64.0,0.0
181,concept_181,237,concept_237,64.0,0.0
188,concept_188,273,concept_273,64.0,0.0
193,concept_193,258,concept_258,64.0,0.0
202,concept_202,227,concept_227,64.0,0.0
213,concept_213,228,concept_228,64.0,0.0
230,concept_230,238,concept_238,64.0,0.0
230,concept_230,262,concept_262,64.0,0.0
230,concept_230,298,concept_298,64.0,0.0
234,concept_234,274,concept_274,64.0,0.0
235,concept_235,256,concept_256,64.0,0.0
241,concept_241,253,concept_253,64.0,0.0
244,concept_244,250,concept_250,64.0,0.0
244,concept_244,303,concept_303,64.0,0.0
248,concept_248,304,concept_304,64.0,0.0
248,concept_248,310,concept_310,64.0,0.0
261,concept_261,308,concept_308,64.0,0.0
268,concept_268,288,concept_288,64.0,0.0
294,concept_294,305,concept_305,64.0,0.0
127,concept_127,189,concept_189,63.0,0.01748855970799923
122,concept_122,184,concept_184,63.0,0.01551182009279728
11,concept_11,184,concept_184,63.0,0.01204400509595871
0,concept_0,10,concept_10,63.0,0.009874642826616764
174,concept_174,204,concept_204,63.0,0.009577297605574131
0,concept_0,117,concept_117,63.0,0.008799009025096893
105,concept_105,268,concept_268,63.0,0.007328963838517666
11,concept_11,289,concept_289,63.0,0.006965902168303728
17,concept_17,218,concept_218,63.0,0.006963507272303104
184,concept_184,289,concept_289,63.0,0.006547013763338327
49,concept_49,304,concept_304,63.0,0.006133848801255226
39,concept_39,240,concept_240,63.0,0.0059793805703520775
233,concept_233,289,concept_289,63.0,0.005760796368122101
39,concept_39,289,concept_289,63.0,0.004837982822209597
1,concept_1,241,concept_241,63.0,0.0
4,concept_4,239,concept_239,63.0,0.0
6,concept_6,300,concept_300,63.0,0.0
7,concept_7,92,concept_92,63.0,0.0
7,concept_7,105,concept_105,63.0,0.0
7,concept_7,255,concept_255,63.0,0.0
7,concept_7,258,concept_258,63.0,0.0
7,concept_7,291,concept_291,63.0,0.0
10,concept_10,216,concept_216,63.0,0.0
14,concept_14,152,concept_152,63.0,0.0
14,concept_14,228,concept_228,63.0,0.0
16,concept_16,29,concept_29,63.0,0.0
16,concept_16,57,concept_57,63.0,0.0
29,concept_29,150,concept_150,63.0,0.0
30,concept_30,50,concept_50,63.0,0.0
31,concept_31,157,concept_157,63.0,0.0
35,concept_35,162,concept_162,63.0,0.0
36,concept_36,195,concept_195,63.0,0.0
44,concept_44,299,concept_299,63.0,0.0
45,concept_45,70,concept_70,63.0,0.0
54,concept_54,92,concept_92,63.0,0.0
54,concept_54,162,concept_162,63.0,0.0
54,concept_54,223,concept_223,63.0,0.0
55,concept_55,307,concept_307,63.0,0.0
63,concept_63,245,concept_245,63.0,0.0
64,concept_64,131,concept_131,63.0,0.0
64,concept_64,308,concept_308,63.0,0.0
65,concept_65,243,concept_243,63.0,0.0
73,concept_73,90,concept_90,63.0,0.0
75,concept_75,105,concept_105,63.0,0.0
75,concept_75,167,concept_167,63.0,0.0
75,concept_75,189,concept_189,63.0,0.0
76,concept_76,227,concept_227,63.0,0.0
76,concept_76,307,concept_307,63.0,0.0
77,concept_77,288,concept_288,63.0,0.0
78,concept_78,111,concept_111,63.0,0.0
78,concept_78,238,concept_238,63.0,0.0
78,concept_78,277,concept_277,63.0,0.0
79,concept_79,132,concept_132,63.0,0.0
79,concept_79,178,concept_178,63.0,0.0
91,concept_91,246,concept_246,63.0,0.0
93,concept_93,126,concept_126,63.0,0.0
93,concept_93,208,concept_208,63.0,0.0
96,concept_96,253,concept_253,63.0,0.0
97,concept_97,253,concept_253,63.0,0.0
110,concept_110,230,concept_230,63.0,0.0
110,concept_110,299,concept_299,63.0,0.0
111,concept_111,284,concept_284,63.0,0.0
117,concept_117,272,concept_272,63.0,0.0
118,concept_118,131,concept_131,63.0,0.0
119,concept_119,230,concept_230,63.0,0.0
125,concept_125,227,concept_227,63.0,0.0
125,concept_125,279,concept_279,63.0,0.0
131,concept_131,216,concept_216,63.0,0.0
132,concept_132,306,concept_306,63.0,0.0
133,concept_133,221,concept_221,63.0,0.0
136,concept_136,168,concept_168,63.0,0.0
145,concept_145,301,concept_301,63.0,0.0
146,concept_146,194,concept_194,63.0,0.0
153,concept_153,305,concept_305,63.0,0.0
158,concept_158,294,concept_294,63.0,0.0
163,concept_163,207,concept_207,63.0,0.0
163,concept_163,233,concept_233,63.0,0.0
165,concept_165,212,concept_212,63.0,0.0
167,concept_167,259,concept_259,63.0,0.0
179,concept_179,198,concept_198,63.0,0.0
179,concept_179,291,concept_291,63.0,0.0
181,concept_181,245,concept_245,63.0,0.0
188,concept_188,292,concept_292,63.0,0.0
193,concept_193,248,concept_248,63.0,0.0
194,concept_194,232,concept_232,63.0,0.0
210,concept_210,259,concept_259,63.0,0.0
210,concept_210,308,concept_308,63.0,0.0
225,concept_225,239,concept_239,63.0,0.0
237,concept_237,292,concept_292,63.0,0.0
243,concept_243,261,concept_261,63.0,0.0
243,concept_243,306,concept_306,63.0,0.0
245,concept_245,253,concept_253,63.0,0.0
246,concept_246,305,concept_305,63.0,0.0
260,concept_260,306,concept_306,63.0,0.0
305,concept_305,307,concept_307,63.0,0.0
34,concept_34,68,concept_68,62.0,0.010393979027867317
22,concept_22,165,concept_165,62.0,0.010029749013483524
222,concept_222,304,concept_304,62.0,0.009671107865869999
0,concept_0,51,concept_51,62.0,0.009171023033559322
37,concept_37,75,concept_75,62.0,0.009079722687602043
68,concept_68,145,concept_145,62.0,0.008642303757369518
3,concept_3,54,concept_54,62.0,0.008552751503884792
19,concept_19,304,concept_304,62.0,0.007706416305154562
60,concept_60,289,concept_289,62.0,0.007248629815876484
233,concept_233,240,concept_240,62.0,0.007006894331425428
26,concept_26,235,concept_235,62.0,0.005854000803083181
4,concept_4,44,concept_44,62.0,0.0
5,concept_5,131,concept_131,62.0,0.0
6,concept_6,46,concept_46,62.0,0.0
6,concept_6,288,concept_288,62.0,0.0
7,concept_7,146,concept_146,62.0,0.0
9,concept_9,14,concept_14,62.0,0.0
14,concept_14,182,concept_182,62.0,0.0
15,concept_15,72,concept_72,62.0,0.0
15,concept_15,211,concept_211,62.0,0.0
16,concept_16,51,concept_51,62.0,0.0
20,concept_20,105,concept_105,62.0,0.0
23,concept_23,136,concept_136,62.0,0.0
24,concept_24,193,concept_193,62.0,0.0
25,concept_25,234,concept_234,62.0,0.0
30,concept_30,74,concept_74,62.0,0.0
31,concept_31,310,concept_310,62.0,0.0
44,concept_44,146,concept_146,62.0,0.0
49,concept_49,69,concept_69,62.0,0.0
50,concept_50,241,concept_241,62.0,0.0
50,concept_50,279,concept_279,62.0,0.0
51,concept_51,133,concept_133,62.0,0.0
51,concept_51,272,concept_272,62.0,0.0
54,concept_54,60,concept_60,62.0,0.0
54,concept_54,204,concept_204,62.0,0.0
57,concept_57,258,concept_258,62.0,0.0
63,concept_63,248,concept_248,62.0,0.0
69,concept_69,293,concept_293,62.0,0.0
70,concept_70,203,concept_203,62.0,0.0
70,concept_70,245,concept_245,62.0,0.0
75,concept_75,241,concept_241,62.0,0.0
76,concept_76,125,concept_125,62.0,0.0
76,concept_76,292,concept_292,62.0,0.0
78,concept_78,102,concept_102,62.0,0.0
78,concept_78,247,concept_247,62.0,0.0
84,concept_84,290,concept_290,62.0,0.0
90,concept_90,98,concept_98,62.0,0.0
91,concept_91,106,concept_106,62.0,0.0
94,concept_94,119,concept_119,62.0,0.0
94,concept_94,211,concept_211,62.0,0.0
95,concept_95,106,concept_106,62.0,0.0
98,concept_98,220,concept_220,62.0,0.0
98,concept_98,240,concept_240,62.0,0.0
102,concept_102,104,concept_104,62.0,0.0
118,concept_118,163,concept_163,62.0,0.0
119,concept_119,225,concept_225,62.0,0.0
119,concept_119,290,concept_290,62.0,0.0
121,concept_121,131,concept_131,62.0,0.0
121,concept_121,194,concept_194,62.0,0.0
131,concept_131,152,concept_152,62.0,0.0
134,concept_134,225,concept_225,62.0,0.0
136,concept_136,211,concept_211,62.0,0.0
145,concept_145,177,concept_177,62.0,0.0
145,concept_145,180,concept_180,62.0,0.0
146,concept_146,274,concept_274,62.0,0.0
149,concept_149,231,concept_231,62.0,0.0
150,concept_150,246,concept_246,62.0,0.0
151,concept_151,180,concept_180,62.0,0.0
164,concept_164,166,concept_166,62.0,0.0
164,concept_164,225,concept_225,62.0,0.0
164,concept_164,307,concept_307,62.0,0.0
187,concept_187,228,concept_228,62.0,0.0
194,concept_194,217,concept_217,62.0,0.0
198,concept_198,241,concept_241,62.0,0.0
211,concept_211,288,concept_288,62.0,0.0
213,concept_213,284,concept_284,62.0,0.0
214,concept_214,294,concept_294,62.0,0.0
215,concept_215,254,concept_254,62.0,0.0
216,concept_216,249,concept_249,62.0,0.0
228,concept_228,249,concept_249,62.0,0.0
228,concept_228,308,concept_308,62.0,0.0
234,concept_234,283,concept_283,62.0,0.0
235,concept_235,276,concept_276,62.0,0.0
236,concept_236,275,concept_275,62.0,0.0
239,concept_239,246,concept_246,62.0,0.0
258,concept_258,268,concept_268,62.0,0.0
275,concept_275,311,concept_311,62.0,0.0
277,concept_277,284,concept_284,62.0,0.0
180,concept_180,261,concept_261,61.0,0.017122922465205193
60,concept_60,184,concept_184,61.0,0.012330697849392891
8,concept_8,220,concept_220,61.0,0.011869135312736034
3,concept_3,274,concept_274,61.0,0.010440770536661148
22,concept_22,133,concept_133,61.0,0.009792136959731579
174,concept_174,300,concept_300,61.0,0.009736216627061367
22,concept_22,75,concept_75,61.0,0.009528999216854572
107,concept_107,145,concept_145,61.0,0.00919415894895792
174,concept_174,212,concept_212,61.0,0.008624628186225891
92,concept_92,244,concept_244,61.0,0.007430662866681814
207,concept_207,304,concept_304,61.0,0.006547651253640652
162,concept_162,235,concept_235,61.0,0.006495484616607428
147,concept_147,289,concept_289,61.0,0.006388667970895767
174,concept_174,236,concept_236,61.0,0.006256707012653351
86,concept_86,289,concept_289,61.0,0.005232591647654772
1,concept_1,111,concept_111,61.0,0.0
7,concept_7,167,concept_167,61.0,0.0
9,concept_9,77,concept_77,61.0,0.0
9,concept_9,163,concept_163,61.0,0.0
10,concept_10,234,concept_234,61.0,0.0
15,concept_15,262,concept_262,61.0,0.0
15,concept_15,294,concept_294,61.0,0.0
16,concept_16,157,concept_157,61.0,0.0
24,concept_24,304,concept_304,61.0,0.0
25,concept_25,290,concept_290,61.0,0.0
31,concept_31,132,concept_132,61.0,0.0
35,concept_35,120,concept_120,61.0,0.0
40,concept_40,241,concept_241,61.0,0.0
45,concept_45,91,concept_91,61.0,0.0
49,concept_49,75,concept_75,61.0,0.0
49,concept_49,236,concept_236,61.0,0.0
51,concept_51,255,concept_255,61.0,0.0
52,concept_52,163,concept_163,61.0,0.0
52,concept_52,180,concept_180,61.0,0.0
55,concept_55,220,concept_220,61.0,0.0
56,concept_56,229,concept_229,61.0,0.0
58,concept_58,163,concept_163,61.0,0.0
58,concept_58,278,concept_278,61.0,0.0
59,concept_59,229,concept_229,61.0,0.0
63,concept_63,241,concept_241,61.0,0.0
65,concept_65,308,concept_308,61.0,0.0
69,concept_69,233,concept_233,61.0,0.0
72,concept_72,158,concept_158,61.0,0.0
76,concept_76,106,concept_106,61.0,0.0
77,concept_77,173,concept_173,61.0,0.0
77,concept_77,228,concept_228,61.0,0.0
79,concept_79,308,concept_308,61.0,0.0
85,concept_85,172,concept_172,61.0,0.0
85,concept_85,277,concept_277,61.0,0.0
90,concept_90,182,concept_182,61.0,0.0
90,concept_90,293,concept_293,61.0,0.0
97,concept_97,132,concept_132,61.0,0.0
97,concept_97,268,concept_268,61.0,0.0
101,concept_101,228,concept_228,61.0,0.0
103,concept_103,121,concept_121,61.0,0.0
103,concept_103,247,concept_247,61.0,0.0
104,concept_104,181,concept_181,61.0,0.0
106,concept_106,208,concept_208,61.0,0.0
118,concept_118,180,concept_180,61.0,0.0
118,concept_118,283,concept_283,61.0,0.0
121,concept_121,208,concept_208,61.0,0.0
131,concept_131,217,concept_217,61.0,0.0
132,concept_132,167,concept_167,61.0,0.0
133,concept_133,283,concept_283,61.0,0.0
134,concept_134,136,concept_136,61.0,0.0
134,concept_134,305,concept_305,61.0,0.0
146,concept_146,208,concept_208,61.0,0.0
149,concept_149,223,concept_223,61.0,0.0
149,concept_149,255,concept_255,61.0,0.0
150,concept_150,217,concept_217,61.0,0.0
150,concept_150,219,concept_219,61.0,0.0
151,concept_151,256,concept_256,61.0,0.0
163,concept_163,222,concept_222,61.0,0.0
172,concept_172,229,concept_229,61.0,0.0
173,concept_173,209,concept_209,61.0,0.0
193,concept_193,241,concept_241,61.0,0.0
193,concept_193,306,concept_306,61.0,0.0
202,concept_202,230,concept_230,61.0,0.0
209,concept_209,255,concept_255,61.0,0.0
212,concept_212,225,concept_225,61.0,0.0
213,concept_213,229,concept_229,61.0,0.0
213,concept_213,241,concept_241,61.0,0.0
216,concept_216,298,concept_298,61.0,0.0
221,concept_221,261,concept_261,61.0,0.0
225,concept_225,305,concept_305,61.0,0.0
232,concept_232,238,concept_238,61.0,0.0
232,concept_232,311,concept_311,61.0,0.0
235,concept_235,303,concept_303,61.0,0.0
239,concept_239,255,concept_255,61.0,0.0
242,concept_242,299,concept_299,61.0,0.0
244,concept_244,269,concept_269,61.0,0.0
245,concept_245,274,concept_274,61.0,0.0
254,concept_254,279,concept_279,61.0,0.0
254,concept_254,284,concept_284,61.0,0.0
260,concept_260,293,concept_293,61.0,0.0
275,concept_275,283,concept_283,61.0,0.0
284,concept_284,310,concept_310,61.0,0.0
47,concept_47,205,concept_205,60.0,0.01716030016541481
127,concept_127,255,concept_255,60.0,0.01674249768257141
107,concept_107,199,concept_199,60.0,0.01661049760878086
113,concept_113,145,concept_145,60.0,0.010898332111537457
28,concept_28,145,concept_145,60.0,0.010374804027378559
46,concept_46,174,concept_174,60.0,0.009610556997358799
8,concept_8,240,concept_240,60.0,0.008570817299187183
174,concept_174,283,concept_283,60.0,0.008380873128771782
86,concept_86,212,concept_212,60.0,0.008329573087394238
231,concept_231,308,concept_308,60.0,0.00831146351993084
197,concept_197,311,concept_311,60.0,0.007952071726322174
34,concept_34,54,concept_54,60.0,0.007506783585995436
39,concept_39,268,concept_268,60.0,0.0072608329355716705
115,concept_115,304,concept_304,60.0,0.006365031935274601
39,concept_39,236,concept_236,60.0,0.005409597884863615
174,concept_174,289,concept_289,60.0,0.005241761915385723
46,concept_46,244,concept_244,60.0,0.005113875027745962
5,concept_5,70,concept_70,60.0,0.0
5,concept_5,106,concept_106,60.0,0.0
6,concept_6,115,concept_115,60.0,0.0
6,concept_6,118,concept_118,60.0,0.0
6,concept_6,165,concept_165,60.0,0.0
6,concept_6,261,concept_261,60.0,0.0
10,concept_10,290,concept_290,60.0,0.0
16,concept_16,100,concept_100,60.0,0.0
16,concept_16,209,concept_209,60.0,0.0
21,concept_21,276,concept_276,60.0,0.0
24,concept_24,260,concept_260,60.0,0.0
30,concept_30,294,concept_294,60.0,0.0
31,concept_31,57,concept_57,60.0,0.0
35,concept_35,136,concept_136,60.0,0.0
36,concept_36,165,concept_165,60.0,0.0
38,concept_38,136,concept_136,60.0,0.0
38,concept_38,241,concept_241,60.0,0.0
40,concept_40,208,concept_208,60.0,0.0
51,concept_51,173,concept_173,60.0,0.0
53,concept_53,214,concept_214,60.0,0.0
55,concept_55,172,concept_172,60.0,0.0
55,concept_55,279,concept_279,60.0,0.0
56,concept_56,76,concept_76,60.0,0.0
57,concept_57,246,concept_246,60.0,0.0
58,concept_58,213,concept_213,60.0,0.0
59,concept_59,232,concept_232,60.0,0.0
63,concept_63,150,concept_150,60.0,0.0
64,concept_64,102,concept_102,60.0,0.0
64,concept_64,117,concept_117,60.0,0.0
64,concept_64,132,concept_132,60.0,0.0
64,concept_64,292,concept_292,60.0,0.0
65,concept_65,239,concept_239,60.0,0.0
69,concept_69,234,concept_234,60.0,0.0
69,concept_69,261,concept_261,60.0,0.0
74,concept_74,126,concept_126,60.0,0.0
76,concept_76,181,concept_181,60.0,0.0
76,concept_76,196,concept_196,60.0,0.0
77,concept_77,290,concept_290,60.0,0.0
85,concept_85,247,concept_247,60.0,0.0
94,concept_94,244,concept_244,60.0,0.0
94,concept_94,310,concept_310,60.0,0.0
98,concept_98,213,concept_213,60.0,0.0
104,concept_104,216,concept_216,60.0,0.0
110,concept_110,146,concept_146,60.0,0.0
111,concept_111,134,concept_134,60.0,0.0
111,concept_111,264,concept_264,60.0,0.0
117,concept_117,165,concept_165,60.0,0.0
120,concept_120,268,concept_268,60.0,0.0
121,concept_121,193,concept_193,60.0,0.0
126,concept_126,255,concept_255,60.0,0.0
133,concept_133,213,concept_213,60.0,0.0
136,concept_136,310,concept_310,60.0,0.0
150,concept_150,153,concept_153,60.0,0.0
150,concept_150,179,concept_179,60.0,0.0
150,concept_150,247,concept_247,60.0,0.0
151,concept_151,156,concept_156,60.0,0.0
152,concept_152,213,concept_213,60.0,0.0
157,concept_157,230,concept_230,60.0,0.0
158,concept_158,246,concept_246,60.0,0.0
158,concept_158,273,concept_273,60.0,0.0
167,concept_167,209,concept_209,60.0,0.0
173,concept_173,249,concept_249,60.0,0.0
183,concept_183,288,concept_288,60.0,0.0
187,concept_187,216,concept_216,60.0,0.0
187,concept_187,232,concept_232,60.0,0.0
188,concept_188,208,concept_208,60.0,0.0
194,concept_194,203,concept_203,60.0,0.0
194,concept_194,228,concept_228,60.0,0.0
195,concept_195,213,concept_213,60.0,0.0
203,concept_203,215,concept_215,60.0,0.0
212,concept_212,276,concept_276,60.0,0.0
213,concept_213,290,concept_290,60.0,0.0
218,concept_218,256,concept_256,60.0,0.0
218,concept_218,300,concept_300,60.0,0.0
228,concept_228,253,concept_253,60.0,0.0
232,concept_232,243,concept_243,60.0,0.0
232,concept_232,283,concept_283,60.0,0.0
239,concept_239,290,concept_290,60.0,0.0
240,concept_240,258,concept_258,60.0,0.0
242,concept_242,309,concept_309,60.0,0.0
245,concept_245,292,concept_292,60.0,0.0
247,concept_247,293,concept_293,60.0,0.0
249,concept_249,290,concept_290,60.0,0.0
180,concept_180,210,concept_210,59.0,0.016181709244847298
199,concept_199,250,concept_250,59.0,0.01603485271334648
41,concept_41,184,concept_184,59.0,0.01368696428835392
41,concept_41,107,concept_107,59.0,0.013484410010278225
139,concept_139,283,concept_283,59.0,0.01099560596048832
26,concept_26,81,concept_81,59.0,0.009116063825786114
0,concept_0,249,concept_249,59.0,0.008544329553842545
34,concept_34,35,concept_35,59.0,0.008320324122905731
92,concept_92,218,concept_218,59.0,0.0077515519224107265
66,concept_66,235,concept_235,59.0,0.00772958155721426
0,concept_0,209,concept_209,59.0,0.007655962835997343
147,concept_147,236,concept_236,59.0,0.007254749536514282
34,concept_34,311,concept_311,59.0,0.007218547631055117
37,concept_37,236,concept_236,59.0,0.006308732554316521
115,concept_115,311,concept_311,59.0,0.006272439379245043
0,concept_0,235,concept_235,59.0,0.0057600210420787334
1,concept_1,73,concept_73,59.0,0.0
1,concept_1,166,concept_166,59.0,0.0
1,concept_1,181,concept_181,59.0,0.0
4,concept_4,10,concept_10,59.0,0.0
4,concept_4,213,concept_213,59.0,0.0
6,concept_6,26,concept_26,59.0,0.0
7,concept_7,39,concept_39,59.0,0.0
7,concept_7,49,concept_49,59.0,0.0
7,concept_7,65,concept_65,59.0,0.0
14,concept_14,16,concept_16,59.0,0.0
15,concept_15,50,concept_50,59.0,0.0
15,concept_15,183,concept_183,59.0,0.0
16,concept_16,239,concept_239,59.0,0.0
24,concept_24,247,concept_247,59.0,0.0
29,concept_29,245,concept_245,59.0,0.0
30,concept_30,273,concept_273,59.0,0.0
31,concept_31,117,concept_117,59.0,0.0
31,concept_31,298,concept_298,59.0,0.0
35,concept_35,233,concept_233,59.0,0.0
40,concept_40,254,concept_254,59.0,0.0
45,concept_45,106,concept_106,59.0,0.0
45,concept_45,284,concept_284,59.0,0.0
49,concept_49,131,concept_131,59.0,0.0
49,concept_49,274,concept_274,59.0,0.0
51,concept_51,195,concept_195,59.0,0.0
52,concept_52,239,concept_239,59.0,0.0
54,concept_54,269,concept_269,59.0,0.0
55,concept_55,238,concept_238,59.0,0.0
56,concept_56,299,concept_299,59.0,0.0
57,concept_57,97,concept_97,59.0,0.0
57,concept_57,115,concept_115,59.0,0.0
57,concept_57,255,concept_255,59.0,0.0
64,concept_64,260,concept_260,59.0,0.0
69,concept_69,115,concept_115,59.0,0.0
69,concept_69,182,concept_182,59.0,0.0
70,concept_70,254,concept_254,59.0,0.0
70,concept_70,279,concept_279,59.0,0.0
73,concept_73,104,concept_104,59.0,0.0
74,concept_74,227,concept_227,59.0,0.0
76,concept_76,100,concept_100,59.0,0.0
79,concept_79,117,concept_117,59.0,0.0
84,concept_84,85,concept_85,59.0,0.0
85,concept_85,100,concept_100,59.0,0.0
91,concept_91,254,concept_254,59.0,0.0
95,concept_95,158,concept_158,59.0,0.0
98,concept_98,253,concept_253,59.0,0.0
98,concept_98,283,concept_283,59.0,0.0
100,concept_100,229,concept_229,59.0,0.0
100,concept_100,248,concept_248,59.0,0.0
101,concept_101,234,concept_234,59.0,0.0
102,concept_102,106,concept_106,59.0,0.0
104,concept_104,166,concept_166,59.0,0.0
104,concept_104,307,concept_307,59.0,0.0
105,concept_105,274,concept_274,59.0,0.0
106,concept_106,254,concept_254,59.0,0.0
110,concept_110,290,concept_290,59.0,0.0
111,concept_111,194,concept_194,59.0,0.0
117,concept_117,126,concept_126,59.0,0.0
120,concept_120,236,concept_236,59.0,0.0
126,concept_126,166,concept_166,59.0,0.0
126,concept_126,279,concept_279,59.0,0.0
133,concept_133,239,concept_239,59.0,0.0
134,concept_134,164,concept_164,59.0,0.0
136,concept_136,221,concept_221,59.0,0.0
145,concept_145,282,concept_282,59.0,0.0
150,concept_150,283,concept_283,59.0,0.0
151,concept_151,297,concept_297,59.0,0.0
164,concept_164,237,concept_237,59.0,0.0
164,concept_164,275,concept_275,59.0,0.0
165,concept_165,221,concept_221,59.0,0.0
166,concept_166,305,concept_305,59.0,0.0
168,concept_168,214,concept_214,59.0,0.0
179,concept_179,245,concept_245,59.0,0.0
187,concept_187,255,concept_255,59.0,0.0
